station_origin,station_destination,flows,population,jobs,distance
Hillingdon,South Ealing,0,1337,670,20203.75571036933
Hillingdon,South Harrow,10,1337,387,8340.033241388674
Hillingdon,South Kensington,16,1337,15325,26512.50411262951
Hillingdon,South Ruislip,1,1337,289,32465.758849315112
Hillingdon,Southfields,1,1337,1351,30747.362978296154
Hillingdon,Southwark,20,1337,10326,29472.551687299736
Hillingdon,St. James's Park,9,1337,13339,29165.820173706587
Hillingdon,St. John's Wood,8,1337,3982,22477.897062896343
Hillingdon,St. Paul's,6,1337,13446,29502.720910315595
Hillingdon,Stanmore,2,1337,983,20871.972071775457
Hillingdon,Stepney Green,2,1337,1879,33352.96604350908
Hillingdon,Stratford,7,1337,55954,35142.872773238036
Hillingdon,Sudbury Hill,4,1337,277,9825.480469870618
Hillingdon,Sudbury Town,2,1337,218,11442.4755433686
Hillingdon,Swiss Cottage,4,1337,2598,21507.97781667716
Hillingdon,Temple,2,1337,6780,28841.292651306198
Hillingdon,Tooting Broadway,2,1337,4506,38192.92352513496
Hillingdon,Tottenham Court Road,3,1337,19126,27045.061894755472
Hillingdon,Tower Hill,1,1337,8286,31191.947530530204
Hillingdon,Turnham Green,2,1337,1515,20298.36704652311
Hillingdon,Turnpike Lane,0,1337,992,33234.10466078661
Hillingdon,Uxbridge,79,1337,4316,2144.4029304183873
Hillingdon,Vauxhall,5,1337,16242,30616.06066702341
Hillingdon,Victoria,12,1337,33251,28390.8944102283
Hillingdon,Walthamstow Central,0,1337,5271,33502.11271102469
Hillingdon,Warren Street,0,1337,17309,27320.461826180745
Hillingdon,Waterloo,13,1337,23466,28816.136519863572
Hillingdon,Watford,4,1337,961,23566.084231452965
Hillingdon,Wembley Central,0,1337,1327,28765.123564382124
Hillingdon,Wembley Park,36,1337,5759,13596.374698350583
Hillingdon,West Brompton,1,1337,5859,25418.459672613644
Hillingdon,West Hampstead,3,1337,5856,20181.807140281915
Hillingdon,West Harrow,6,1337,122,7898.584279210815
Hillingdon,Westbourne Park,0,1337,1347,26442.919195058934
Hillingdon,Westminster,24,1337,15466,28605.08186734801
Hillingdon,White City,1,1337,5966,25180.500555067967
Hillingdon,Whitechapel,2,1337,17633,32272.82299573723
Hillingdon,Willesden Green,0,1337,830,17981.152491538058
Hillingdon,Wimbledon,7,1337,6295,33762.85192220822
Hillingdon,Wood Green,0,1337,2146,34164.91781490936
Hillingdon,Wood Lane,1,1337,1578,24423.58837923254
Holborn,Acton Town,2,1662,2202,13251.980961829166
Holborn,Aldgate,10,1662,7782,3947.017606314257
Holborn,Aldgate East,4,1662,7932,4189.061931746438
Holborn,Alperton,2,1662,741,18225.018569671603
Holborn,Amersham,0,1662,256,42009.519661040475
Holborn,Angel,2,1662,8103,2757.198393017791
Holborn,Archway,2,1662,2193,6849.868603169793
Holborn,Arnos Grove,1,1662,748,12894.550009915305
Holborn,Arsenal,2,1662,315,4893.551391593706
Holborn,Baker Street,7,1662,14973,3444.8903729527774
Holborn,Balham,2,1662,3814,10549.56017335433
Holborn,Bank and Monument,195,1662,78549,2510.1244245112957
Holborn,Barbican,0,1662,9134,3895.7765780141617
Holborn,Barking,7,1662,7004,16083.84449692305
Holborn,Barkingside,0,1662,262,21639.105776155924
Holborn,Barons Court,9,1662,2956,7981.527681754575
Holborn,Bayswater,0,1662,615,6374.140925879013
Holborn,Becontree,0,1662,456,19378.280337787815
Holborn,Belsize Park,1,1662,2255,5845.685064725267
Holborn,Bermondsey,1,1662,3172,5484.6244598367575
Holborn,Bethnal Green,13,1662,4660,5758.807833943486
Holborn,Blackfriars,0,1662,10849,3347.4422004812445
Holborn,Blackhorse Road,2,1662,2955,11639.964911679623
Holborn,Bond Street,46,1662,20967,2225.6628324501053
Holborn,Borough,3,1662,3254,3911.4167103759683
Holborn,Boston Manor,1,1662,892,16763.648890102482
Holborn,Bounds Green,4,1662,778,11540.30258315281
Holborn,Bow Road,2,1662,1193,7886.690406786595
Holborn,Brent Cross,0,1662,450,10924.445938715558
Holborn,Brixton,4,1662,5084,8116.308664920261
Holborn,Bromley-by-Bow,1,1662,1613,8895.455414943386
Holborn,Buckhurst Hill,1,1662,228,20864.74075058301
Holborn,Burnt Oak,0,1662,649,15516.961268260766
Holborn,Caledonian Road,9,1662,1803,3611.5466544697465
Holborn,Camden Town,4,1662,6348,3813.828789518907
Holborn,Canada Water,3,1662,20443,6474.126097205696
Holborn,Canary Wharf,4,1662,58772,7897.454047952257
Holborn,Canning Town,10,1662,15428,9945.215074210795
Holborn,Cannon Street,0,1662,4698,2839.432107519742
Holborn,Canons Park,0,1662,526,20101.707564988992
Holborn,Chalfont & Latimer,0,1662,554,38623.85336370013
Holborn,Chalk Farm,1,1662,1329,4807.594666392583
Holborn,Chancery Lane,9,1662,15391,565.4749267962003
Holborn,Charing Cross,2,1662,7016,1460.5123016682164
Holborn,Chesham,0,1662,243,44939.73835220858
Holborn,Chigwell,0,1662,148,22112.215384587667
Holborn,Chiswick Park,1,1662,1517,11979.825163822468
Holborn,Chorleywood,0,1662,702,35110.99907806069
Holborn,Clapham Common,1,1662,2020,8124.64103667402
Holborn,Clapham North,0,1662,1238,7481.8869690641895
Holborn,Clapham South,1,1662,1513,9376.948000517072
Holborn,Cockfosters,0,1662,262,18083.28269146385
Holborn,Colindale,0,1662,2081,14210.561512229382
Holborn,Colliers Wood,0,1662,865,13879.993861344587
Holborn,Covent Garden,6,1662,4355,632.9243480308378
Holborn,Croxley,0,1662,340,31072.533633653176
Holborn,Dagenham East,0,1662,649,22085.66233494599
Holborn,Dagenham Heathway,5,1662,1108,20806.456948961357
Holborn,Debden,1,1662,865,24752.293136043063
Holborn,Dollis Hill,1,1662,847,11181.945042033221
Holborn,Ealing Broadway,15,1662,4846,15101.949278147655
Holborn,Ealing Common,0,1662,915,14278.593296396184
Holborn,Earl's Court,7,1662,6613,6476.755062715355
Holborn,East Acton,5,1662,1505,10493.111678132207
Holborn,East Finchley,0,1662,1253,10189.068377592737
Holborn,East Ham,8,1662,2062,13658.929979746794
Holborn,East Putney,1,1662,1877,10742.190213233986
Holborn,Eastcote,0,1662,364,23126.920944941212
Holborn,Edgware,0,1662,772,17035.075747514573
Holborn,Edgware Road,4,1662,6868,4479.709230343065
Holborn,Elephant & Castle,1,1662,6427,4139.641623534294
Holborn,Elm Park,1,1662,269,24381.45248347462
Holborn,Embankment,1,1662,10220,1800.8381324911388
Holborn,Epping,3,1662,498,30699.68042822655
Holborn,Euston,5,1662,16800,2440.252688536782
Holborn,Euston Square,0,1662,8093,2616.353133523839
Holborn,Fairlop,0,1662,182,22807.811832315147
Holborn,Farringdon,3,1662,25592,3434.8741084255803
Holborn,Finchley Central,1,1662,1921,12559.607340129262
Holborn,Finchley Road,2,1662,3417,6979.475454096804
Holborn,Finsbury Park,11,1662,6769,5666.301909326858
Holborn,Fulham Broadway,2,1662,4200,7986.885168044493
Holborn,Gants Hill,1,1662,601,18150.817186154884
Holborn,Gloucester Road,10,1662,5194,5566.6530322834205
Holborn,Golders Green,1,1662,1871,9409.357483716341
Holborn,Goldhawk Road,0,1662,370,9880.915699831976
Holborn,Goodge Street,1,1662,6457,1441.5091188699857
Holborn,Grange Hill,0,1662,76,23459.11863762761
Holborn,Great Portland Street,1,1662,6936,3236.300002687585
Holborn,Green Park,30,1662,26754,2150.7369916755456
Holborn,Greenford,5,1662,1157,17954.1888177703
Holborn,Gunnersbury,3,1662,4775,12576.754837884288
Holborn,Hainault,1,1662,356,23686.476252844735
Holborn,Hammersmith,27,1662,18250,8875.345580841084
Holborn,Hampstead,1,1662,2010,7023.672015538894
Holborn,Hanger Lane,3,1662,1493,14127.893169982668
Holborn,Harlesden,0,1662,1668,12196.466757650534
Holborn,Harrow & Wealdstone,0,1662,1335,20864.147882066252
Holborn,Harrow-on-the-Hill,1,1662,3019,18701.677793445822
Holborn,Hatton Cross,2,1662,1219,25320.059208703413
Holborn,Heathrow Terminal 4,2,1662,693,27196.39187477384
Holborn,Heathrow Terminal 5,4,1662,975,30187.970409867074
Holborn,Heathrow Terminals 2 & 3,19,1662,2406,27732.738354702204
Holborn,Hendon Central,1,1662,1878,12058.06622268795
Holborn,High Barnet,1,1662,953,18812.610431568377
Holborn,High Street Kensington,6,1662,5427,6571.758786815294
Holborn,Highbury & Islington,7,1662,25385,4158.707145730172
Holborn,Highgate,0,1662,856,8440.066309032249
Holborn,Hillingdon,0,1662,318,27842.108411776757
Holborn,Holland Park,7,1662,2063,6323.828194621974
Holborn,Holloway Road,9,1662,1696,4226.839848537045
Holborn,Hornchurch,0,1662,451,25925.81963031785
Holborn,Hounslow Central,2,1662,708,21037.55939908596
Holborn,Hounslow East,3,1662,843,20291.882875297546
Holborn,Hounslow West,1,1662,401,22516.6268985203
Holborn,Hyde Park Corner,10,1662,2410,2930.607119033457
Holborn,Ickenham,0,1662,282,26717.677826867694
Holborn,Kennington,0,1662,1161,4330.427846925163
Holborn,Kensal Green,0,1662,472,9697.056580360546
Holborn,Kensington,0,1662,2252,8023.423791177093
Holborn,Kentish Town,2,1662,3404,5091.760005160619
Holborn,Kenton,0,1662,768,19080.329538999697
Holborn,Kew Gardens,1,1662,792,14356.977316235318
Holborn,Kilburn,4,1662,1953,8750.807193526778
Holborn,Kilburn Park,0,1662,823,7840.306382142269
Holborn,King's Cross St. Pancras,65,1662,33330,1576.8991314941463
Holborn,Kingsbury,0,1662,1018,17162.449869894834
Holborn,Knightsbridge,19,1662,6821,3514.5484519358574
Holborn,Ladbroke Grove,0,1662,2131,7980.919395789786
Holborn,Lambeth North,0,1662,1319,3143.9355045680136
Holborn,Lancaster Gate,17,1662,1820,4127.665612882132
Holborn,Latimer Road,0,1662,1109,8640.483443008803
Holborn,Leicester Square,11,1662,8847,998.446539908985
Holborn,Leyton,13,1662,1447,12181.298878748281
Holborn,Leytonstone,8,1662,1844,13845.164900182699
Holborn,Liverpool Street,156,1662,61122,3351.615306411027
Holborn,London Bridge,21,1662,29930,3396.8358587293683
Holborn,Loughton,0,1662,655,22700.19633816877
Holborn,Maida Vale,3,1662,949,6988.534404338971
Holborn,Manor House,8,1662,1311,6782.4273849731835
Holborn,Marble Arch,32,1662,6145,2909.0867151915018
Holborn,Marylebone,12,1662,4250,3983.179704284298
Holborn,Mile End,14,1662,3759,7261.772018001298
Holborn,Mill Hill East,0,1662,681,14081.787834900944
Holborn,Moor Park,0,1662,550,28162.4429838264
Holborn,Moorgate,2,1662,24574,3286.9411861844824
Holborn,Morden,1,1662,1447,16491.662551259185
Holborn,Mornington Crescent,2,1662,2927,3223.628542638212
Holborn,Neasden,1,1662,732,11967.513228826716
Holborn,Newbury Park,3,1662,559,20508.57059045182
Holborn,North Acton,14,1662,3168,11673.617688047312
Holborn,North Ealing,0,1662,332,15202.984816781587
Holborn,North Greenwich,8,1662,6276,9727.229397831963
Holborn,North Harrow,1,1662,190,20681.266792859144
Holborn,North Wembley,0,1662,365,16757.602163662916
Holborn,Northfields,2,1662,864,15832.818487547012
Holborn,Northolt,3,1662,663,19772.592561326383
Holborn,Northwick Park,0,1662,1713,17398.561562896648
Holborn,Northwood,0,1662,1018,25944.22686542306
Holborn,Northwood Hills,0,1662,488,24357.58682482846
Holborn,Notting Hill Gate,28,1662,5490,5624.109057882953
Holborn,Oakwood,0,1662,423,16739.328706590775
Holborn,Old Street,8,1662,15897,4140.447909578669
Holborn,Osterley,1,1662,521,19324.40659337581
Holborn,Oval,1,1662,2544,5245.573167328076
Holborn,Oxford Circus,49,1662,44368,1671.332548294416
Holborn,Paddington,18,1662,20198,5268.323075503367
Holborn,Park Royal,2,1662,1552,16302.618430300847
Holborn,Parsons Green,2,1662,2711,8689.216165372482
Holborn,Perivale,2,1662,532,16357.780418399347
Holborn,Piccadilly Circus,27,1662,13641,1373.1296568938405
Holborn,Pimlico,4,1662,5585,4760.1641059046
Holborn,Pinner,0,1662,292,22198.98111425047
Holborn,Plaistow,4,1662,1049,11037.553312174483
Holborn,Preston Road,0,1662,411,15665.445386545809
Holborn,Putney Bridge,3,1662,2494,9683.655002017558
Holborn,Queen's Park,1,1662,2167,8312.457682630617
Holborn,Queensbury,0,1662,439,18408.435517289065
Holborn,Queensway,8,1662,1882,4985.798480168921
Holborn,Ravenscourt Park,2,1662,1895,9715.435918127514
Holborn,Rayners Lane,0,1662,426,21307.60392143664
Holborn,Redbridge,0,1662,198,16693.07579013796
Holborn,Regent's Park,3,1662,3364,2649.366296974612
Holborn,Richmond,1,1662,5397,16525.097551973115
Holborn,Rickmansworth,0,1662,937,31559.634303590905
Holborn,Roding Valley,0,1662,84,19923.57711849662
Holborn,Royal Oak,0,1662,856,6205.60553601143
Holborn,Ruislip,0,1662,257,24932.019959972524
Holborn,Ruislip Gardens,0,1662,167,22982.408241096244
Holborn,Ruislip Manor,0,1662,408,24253.13866682138
Holborn,Russell Square,3,1662,5172,706.4214257579536
Holborn,Seven Sisters,13,1662,10191,9072.25418435518
Holborn,Shepherd's Bush,28,1662,9890,7235.488855294208
Holborn,Shepherd's Bush Market,0,1662,416,9720.576871510693
Holborn,Sloane Square,4,1662,8229,4526.046862836145
Holborn,Snaresbrook,1,1662,512,15503.373963845987
Holborn,South Ealing,1,1662,670,15379.88212217177
Holborn,South Harrow,0,1662,387,22987.802270467215
Holborn,South Kensington,30,1662,15325,4815.331399226381
Holborn,South Kenton,0,1662,261,17693.337048974212
Holborn,South Ruislip,0,1662,289,22096.528468332992
Holborn,South Wimbledon,0,1662,1361,14958.436992495308
Holborn,South Woodford,3,1662,766,16819.22232708686
Holborn,Southfields,2,1662,1351,12373.037591870976
Holborn,Southgate,5,1662,874,14873.6989187736
Holborn,Southwark,3,1662,10326,3226.6723153890516
Holborn,St. James's Park,2,1662,13339,3115.322507726213
Holborn,St. John's Wood,8,1662,3982,5583.78818572469
Holborn,St. Paul's,72,1662,13446,1660.612498538837
Holborn,Stamford Brook,0,1662,784,10424.714358067638
Holborn,Stanmore,1,1662,983,21521.33108685105
Holborn,Stepney Green,0,1662,1879,6232.525043993308
Holborn,Stockwell,2,1662,1623,6529.591187841433
Holborn,Stonebridge Park,0,1662,729,13691.405972882969
Holborn,Stratford,94,1662,55954,10049.959480880781
Holborn,Sudbury Hill,0,1662,277,21502.355041985273
Holborn,Sudbury Town,0,1662,218,19885.35996848729
Holborn,Swiss Cottage,4,1662,2598,6553.707431943872
Holborn,Temple,0,1662,6780,2595.413279395513
Holborn,Theydon Bois,0,1662,98,28074.296316216547
Holborn,Tooting Bec,0,1662,1239,11524.692799842816
Holborn,Tooting Broadway,2,1662,4506,12599.616126665203
Holborn,Tottenham Court Road,14,1662,19126,797.0465170212844
Holborn,Tottenham Hale,3,1662,3239,10225.810914104915
Holborn,Totteridge & Whetstone,0,1662,287,16219.998524771614
Holborn,Tower Hill,9,1662,8286,3349.8391187534467
Holborn,Tufnell Park,0,1662,557,5856.343782535534
Holborn,Turnham Green,2,1662,1515,11029.468465332779
Holborn,Turnpike Lane,12,1662,992,9104.064118775485
Holborn,Upminster,0,1662,1132,28463.497438757295
Holborn,Upminster Bridge,0,1662,568,27152.753604592825
Holborn,Upney,0,1662,485,17451.136287843772
Holborn,Upton Park,5,1662,1642,12358.66369357808
Holborn,Uxbridge,2,1662,4316,29986.511342195143
Holborn,Vauxhall,7,1662,16242,5585.478395668424
Holborn,Victoria,46,1662,33251,3360.3121388733134
Holborn,Walthamstow Central,6,1662,5271,13198.953421580823
Holborn,Wanstead,0,1662,419,15512.670736600874
Holborn,Warren Street,3,1662,17309,1974.0742415802897
Holborn,Warwick Avenue,1,1662,1174,6200.937083595048
Holborn,Waterloo,7,1662,23466,2570.257147952888
Holborn,Watford,0,1662,961,33127.33140656786
Holborn,Wembley Central,0,1662,1327,15409.497189381362
Holborn,Wembley Park,6,1662,5759,14245.733713426172
Holborn,West Acton,3,1662,488,13485.073239725409
Holborn,West Brompton,1,1662,5859,7044.134286188464
Holborn,West Finchley,0,1662,91,13796.403640616341
Holborn,West Ham,5,1662,5487,10107.700025968556
Holborn,West Hampstead,4,1662,5856,7735.19863542046
Holborn,West Harrow,0,1662,122,19943.52413256594
Holborn,West Kensington,0,1662,1345,7420.804271923198
Holborn,West Ruislip,1,1662,194,25106.787993837792
Holborn,Westbourne Park,0,1662,1347,7174.997548213669
Holborn,Westminster,13,1662,15466,2554.5842013676383
Holborn,White City,21,1662,5966,8535.965202008778
Holborn,Whitechapel,1,1662,17633,5152.381996221464
Holborn,Willesden Green,1,1662,830,9935.853284164317
Holborn,Willesden Junction,0,1662,4165,11049.280385950626
Holborn,Wimbledon,1,1662,6295,15388.526535783036
Holborn,Wimbledon Park,0,1662,596,13732.653516296055
Holborn,Wood Green,8,1662,2146,10034.87727289823
Holborn,Wood Lane,0,1662,1578,9194.328364040066
Holborn,Woodford,4,1662,706,18531.166138805744
Holborn,Woodside Park,0,1662,745,14742.890192183806
Holland Park,Acton Town,1,1542,2202,9736.407590143173
Holland Park,Aldgate,6,1542,7782,10270.845800936231
Holland Park,Aldgate East,2,1542,7932,10512.890126368413
Holland Park,Angel,2,1542,8103,8392.020846369056
Holland Park,Archway,2,1542,2193,10757.983942435787
Holland Park,Arnos Grove,0,1542,748,18529.37246326657
Holland Park,Arsenal,0,1542,315,10528.373844944972
Holland Park,Baker Street,8,1542,14973,5171.960286738915
Holland Park,Balham,0,1542,3814,13507.688471641271
Holland Park,Bank and Monument,154,1542,78549,8833.95261913327
Holland Park,Barbican,0,1542,9134,9530.599031365427
Holland Park,Barking,1,1542,7004,22407.672691545027
Holland Park,Barkingside,0,1542,262,27962.9339707779
Holland Park,Becontree,0,1542,456,25702.108532409795
Holland Park,Belsize Park,0,1542,2255,9753.80040399126
Holland Park,Bermondsey,4,1542,3172,11140.390934360465
Holland Park,Bethnal Green,5,1542,4660,12082.636028565461
Holland Park,Blackfriars,0,1542,10849,8075.041355237143
Holland Park,Blackhorse Road,0,1542,2955,17274.78736503089
Holland Park,Bond Street,109,1542,20967,4098.165362171869
Holland Park,Borough,1,1542,3254,9567.183184899675
Holland Park,Bounds Green,0,1542,778,17175.125036504076
Holland Park,Bow Road,0,1542,1193,14210.518601408572
Holland Park,Brent Cross,0,1542,450,14832.561277981551
Holland Park,Brixton,3,1542,5084,11074.436963207205
Holland Park,Bromley-by-Bow,0,1542,1613,15219.283609565364
Holland Park,Buckhurst Hill,0,1542,228,27188.568945204985
Holland Park,Burnt Oak,0,1542,649,19425.07660752676
Holland Park,Caledonian Road,0,1542,1803,9246.369107821012
Holland Park,Camden Town,1,1542,6348,7721.9441287849
Holland Park,Canada Water,7,1542,20443,12129.892571729404
Holland Park,Canary Wharf,67,1542,58772,14221.28224257423
Holland Park,Canning Town,6,1542,15428,16269.043268832771
Holland Park,Cannon Street,0,1542,4698,8983.470065874351
Holland Park,Canons Park,0,1542,526,21482.4396762864
